,byear,sex,ret_age,education,init_wage,pension,bal_rrsp,bal_tfsa,bal_other_reg,bal_unreg,cont_rate_rrsp,cont_rate_tfsa,cont_rate_other_reg,cont_rate_unreg,withdrawal_rrsp,withdrawal_tfsa,withdrawal_other_reg,withdrawal_unreg,replacement_rate_db,rate_employee_db,income_previous_db,init_dc,rate_employee_dc,rate_employer_dc,s_byear,s_sex,s_ret_age,s_education,s_init_wage,s_pension,s_bal_rrsp,s_bal_tfsa,s_bal_other_reg,s_bal_unreg,s_cont_rate_rrsp,s_cont_rate_tfsa,s_cont_rate_other_reg,s_cont_rate_unreg,s_withdrawal_rrsp,s_withdrawal_tfsa,s_withdrawal_other_reg,s_withdrawal_unreg,s_replacement_rate_db,s_rate_employee_db,s_income_previous_db,s_init_dc,s_rate_employee_dc,s_rate_employer_dc,weight,couple,prov,first_residence,second_residence,price_first_residence,price_second_residence,business,price_business,mix_bonds,mix_bills,mix_equity,fee,fee_equity,credit_card,personal_loan,student_loan,car_loan,credit_line,first_mortgage,second_mortgage,other_debt,credit_card_payment,personal_loan_payment,student_loan_payment,car_loan_payment,credit_line_payment,first_mortgage_payment,second_mortgage_payment,other_debt_payment,claim_age_cpp,s_claim_age_cpp,cap_gains_unreg,s_cap_gains_unreg,realized_losses_unreg,s_realized_losses_unreg,init_room_rrsp,init_room_tfsa,s_init_room_rrsp,s_init_room_tfsa
144,1978.0,female,58.0,university,65000.0,,82000.0,2500.0,,,0.0,0.006666666666666667,,,0.0,0.0,,,0.6,0.06,,,,,1973.0,male,55.0,high school,40000.0,,12980.76923076923,310.3448275862069,,,0.02307692307692308,0.004310344827586207,,,0.0,0.0,,,,,,50000.0,0.04,0.04,1,True,on,,,,,,,0.22497187851518566,0.010123734533183352,0.764904386951631,0.022598425196850395,0.01777277840269966,600.0,,,,49000.0,,,,10.0,,,,750.0,,,,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
145,1979.0,male,65.0,university,72000.0,,,266.6666666666667,,,,0.0,,,,0.0,,,0.6,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,525000.0,,525000.0,,0.0,0.0,0.0,0.25373134328358204,0.746268656716418,0.020447761194029853,0.01865671641791045,,,,12000.0,704.0,440000.0,,,,,,300.0,150.0,2500.0,,,60.0,,0,,0,,0,0,,
146,1978.0,female,70.0,university,52000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,,,,,,,0.2064516129032258,0.4838709677419355,0.3096774193548387,0.012580645161290323,0.004645161290322579,3000.0,,,,51000.0,,,,40.0,,,,200.0,,,,65.0,,0,,0,,0,0,,
147,1986.0,male,60.0,post-secondary,25000.0,,,,,,,,,,,,,,0.56,0.05,,7500.0,0.06,0.06,1982.0,female,65.0,university,43000.0,,4039.60396039604,,,2000.0,0.01188118811881188,,,0.0,0.0,,,0.0,,,,,,,1,True,qc,,250000.0,,250000.0,2000.0,2000.0,0.043478260869565216,0.2608695652173913,0.6956521739130435,0.018260869565217396,0.01652173913043478,5000.0,,,,,,200000.0,,0.0,,,,,,1100.0,,70.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
148,1961.0,female,67.0,high school,41000.0,,79642.85714285714,66666.66666666669,10000.0,4000.0,0.0,0.0,0.030769230769230767,0.0,0.0,0.0,0.0,0.0,0.7,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,220000.0,,220000.0,,150000.0,150000.0,0.12987012987012986,0.1948051948051948,0.6753246753246753,0.022077922077922082,0.016883116883116885,1.0,50000.0,,,,170000.0,,,1.0,250.0,,,,700.0,,,65.0,,0,,0,,0,0,,
149,1968.0,female,65.0,university,13000.0,9800.0,88000.0,5125.0,0.0,,0.0,0.0,0.0,,0.0,3000.0,0.0,,,,,20000.0,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,400000.0,220000.0,400000.0,220000.0,,,0.0,1.0,0.0,0.01,0.0,,,36000.0,,,160000.0,140000.0,,,,250.0,,,1300.0,900.0,,65.0,,0,,0,,0,0,,
150,1975.0,male,47.0,less than high school,56934.0,,12600.0,68.18181818181817,,,0.0,0.0003787878787878788,,,0.0,0.0,,,,,1500.0,,,,1983.0,female,65.0,university,80000.0,,250000.0,,,,0.075,,,,0.0,,,,,,,10000.0,0.04,0.04,1,True,on,,,,,0.0,0.0,0.2530560600804065,0.3673598497989837,0.3795840901206097,0.011326503540744066,0.005693761351809146,1300.0,,,,20000.0,,,,50.0,,,,250.0,,,,60.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
151,1961.0,male,70.0,university,47000.0,,11764.705882352942,1.0,5000.0,,0.009411764705882352,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,175000.0,,175000.0,,,,0.3809523809523809,0.047619047619047616,0.5714285714285714,0.014761904761904759,0.00857142857142857,,,,,,40000.0,,,,,,,,800.0,,,60.0,,0,,0,,0,0,,
152,1984.0,male,65.0,university,104000.0,3000.0,23333.33333333333,,,,0.045714285714285714,,,,0.0,,,,,,,,,,1971.0,female,75.0,high school,29000.0,,,0.0,,4965.517241379311,,0.045454545454545456,,0.0,,0.0,,0.0,,,,,,,1,True,qc,,,,,0.0,0.0,0.16216216216216214,0.1891891891891892,0.6486486486486487,0.014054054054054054,0.01108108108108108,1000.0,,,3000.0,,,,,200.0,,,298.0,,,,,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
153,1964.0,male,65.0,university,50000.0,,,,,,,,,,,,,,,,,,,,1977.0,female,65.0,university,59000.0,,,,12500.0,15000.0,,,0.0,0.13513513513513514,,,0.0,0.0,,,,,,,1,True,qc,,,,,0.0,0.0,0.40284360189573465,0.02843601895734597,0.5687203791469194,0.014739336492890994,0.008530805687203791,1000.0,,,9000.0,,,,,0.0,,,360.0,,,,,60.0,70.0,0,0.0,0,0.0,0,0,0.0,0.0
154,1988.0,male,65.0,university,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,270000.0,,270000.0,,,,0.0,1.0,0.0,0.01,0.0,28000.0,,,8000.0,,200000.0,,,700.0,,,250.0,,1000.0,,,60.0,,0,,0,,0,0,,
155,1983.0,female,65.0,university,50000.0,,177215.18987341772,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,850000.0,,850000.0,,,,0.0,1.0,0.0,0.01,0.0,3000.0,,,,,210000.0,,,100.0,,,,,1394.0,,,70.0,,0,,0,,0,0,,
156,1991.0,male,65.0,university,92000.0,,25806.451612903224,,,,0.0,,,,0.0,,,,,,,,,,1981.0,female,65.0,post-secondary,65000.0,,21900.0,,,400002.0,0.07798030997173214,,,0.0,0.0,,,0.0,,,,,,,1,True,on,,,,,0.0,0.0,0.0,0.4,0.6,0.017,0.015,,,,,2000.0,,,,,,,,50.0,,,,60.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
157,1961.0,male,70.0,high school,35000.0,,35000.0,50000.0,,60000.0,0.0,0.07333333333333332,,0.030769230769230767,0.0,0.0,,0.0,0.7,0.05,,,,,1968.0,female,70.0,post-secondary,95000.0,,615.3846153846155,2083.333333333333,,20000.0,0.0,0.013888888888888888,,0.0,0.0,0.0,,0.0,0.6,0.05,,,,,1,True,on,450000.0,,450000.0,,,,0.7547169811320755,0.2452830188679245,0.0,0.017547169811320755,0.0,,7000.0,20000.0,20000.0,,60000.0,,,,500.0,650.0,400.0,,800.0,,,65.0,70.0,0,0.0,0,0.0,0,0,0.0,0.0
158,1969.0,male,65.0,university,60000.0,,26760.56338028169,573.7704918032788,,156000.0,0.009154929577464787,0.001639344262295082,,0.32,0.0,0.0,,0.0,,,,3000.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,400000.0,,400000.0,,,,0.26666666666666666,0.3333333333333333,0.4,0.01333333333333333,0.005999999999999999,3000.0,,,,,,,,100.0,,,,,,,,67.0,,0,,0,,0,0,,
159,1958.0,male,65.0,university,75000.0,,,,,32307.692307692305,,,,0.0,,,,0.0,0.6,0.05,,,,,1979.0,female,65.0,university,84000.0,,7500.0,,,,0.01,,,,0.0,,,,,,,,,,1,True,qc,1200000.0,,1200000.0,,,,1.0,0.0,0.0,0.02,0.0,600.0,,,,,575000.0,,,600.0,,,,,3400.0,,,60.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
160,1955.0,male,70.0,university,55000.0,,,,,,,,,,,,,,,,,,,,1985.0,female,65.0,university,43000.0,,7000.0,,,,0.0,,,,0.0,,,,,,,,,,1,True,on,250000.0,,250000.0,,150000.0,150000.0,0.0,1.0,0.0,0.01,0.0,,,4900.0,10000.0,,140000.0,,,,,189.0,450.0,,600.0,,,60.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
161,1980.0,male,65.0,university,50000.0,,,,,0.0,,,,0.0,,,,0.0,0.6,0.05,,,,,1967.0,female,70.0,university,54600.0,,10000.0,19000.0,,8000.0,0.012195121951219513,0.20408163265306126,,0.0,0.0,0.0,,0.0,,,,,,,1,True,qc,,,,,0.0,0.0,0.8,0.2,0.0,0.018000000000000002,0.0,,,,,,,,,,,,,,,,,60.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
162,1965.0,male,65.0,university,70000.0,,,18000.0,,,,0.0,,,,0.0,,,,,75.0,5625.0,0.06,0.06,1958.0,female,65.0,post-secondary,40000.0,,4666.666666666666,,,,0.0,,,,266.66666666666663,,,,,,,100000.0,0.04,0.04,1,True,on,15000000.0,,15000000.0,,,,0.0,1.0,0.0,0.01,0.0,,,,,,300000.0,,,,,,,,875.0,,,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
163,1956.0,male,70.0,high school,75000.0,,252100.84033613445,,,,0.03361344537815126,,,,0.0,,,,,,,44000.0,0.02,0.04,1960.0,female,60.0,university,80000.0,,,,,937.5,,,,0.00390625,,,,0.0,0.6,0.05,,,,,1,True,on,,,,,,,0.0,1.0,0.0,0.005,0.0,,,,,,,,,,,,,,,,,65.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
164,1980.0,male,65.0,high school,75000.0,,0.0,7200.0,,42613.63636363637,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,60000.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,,,0.0,1.0,0.0,0.01,0.0,,,,,,,,,,,,,,,,,65.0,,0,,0,,0,0,,
165,1962.0,female,70.0,university,84000.0,,1000.0,5833.333333333334,,6043.1654676258995,0.02631578947368421,0.0,,0.03597122302158273,0.0,0.0,,0.0,,,,70000.0,0.03,0.03,1961.0,male,60.0,post-secondary,80000.0,,,,,13000.0,,,,0.03225806451612903,,,,0.0,,,,65000.0,0.04,0.02,1,True,on,400000.0,,400000.0,,,,0.105,0.025,0.87,0.022625000000000003,0.02055,4000.0,,,7000.0,,260000.0,,,400.0,,,200.0,,1720.0,,,62.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
166,1988.0,male,65.0,post-secondary,25000.0,,96067.41573033707,,,,0.05056179775280899,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,100000.0,,100000.0,,,,0.15483870967741936,0.6129032258064516,0.232258064516129,0.007903225806451612,0.0034838709677419352,2300.0,,,,,,,,100.0,,,,,,,,65.0,,0,,0,,0,0,,
167,1962.0,male,65.0,post-secondary,44000.0,,,,23000.0,6153.846153846153,,,0.08333333333333333,0.0,,,0.0,0.0,,,,,,,1964.0,female,57.0,university,15000.0,,60000.0,150.0,,,0.03448275862068965,0.0,,,0.0,0.0,,,0.7,0.05,,,,,1,True,on,500000.0,35000.0,500000.0,35000.0,,,0.0,0.0,0.0,0.0,0.0,,8000.0,,,,20000.0,,,,200.0,,,,1350.0,,,60.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
168,1977.0,female,60.0,university,20920.0,,130000.0,2631.578947368421,,34431.1377245509,0.0,0.005263157894736842,,0.0,0.0,0.0,,0.0,,,,13600.0,0.02,0.02,1990.0,male,65.0,high school,145000.0,,,7000.0,,,,0.05,,,,0.0,,,,,,,,,1,True,on,300000.0,,300000.0,,,,0.0,1.0,0.0,0.005,0.0,2000.0,,,,,200000.0,,,2000.0,,,,,10000.0,,,67.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
169,1985.0,female,55.0,university,70000.0,,2000.0,5000.0,,,0.0,0.3333333333333333,,,0.0,0.0,,,0.44,0.05,,,,,1978.0,male,61.0,university,37000.0,500.0,112272.72727272726,4000.0,,,0.031818181818181815,0.0,,,0.0,0.0,,,0.58,0.09,,,,,1,True,qc,400000.0,,400000.0,,,,0.0,1.0,0.0,0.01,0.0,500.0,,,36000.0,20000.0,,,,100.0,,,120.0,200.0,,,,65.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
170,1989.0,male,65.0,post-secondary,90000.0,,10000.0,8500.0,,390000.0,0.0,0.024,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,175000.0,,175000.0,,0.0,0.0,0.4,0.0,0.6,0.015,0.009000000000000001,,,,30000.0,50000.0,115000.0,,,,,,600.0,300.0,1015.0,,,65.0,,0,,0,,0,0,,
171,1973.0,male,60.0,university,56000.0,,38500.0,0.0,,3055.555555555556,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,1961.0,female,60.0,high school,70000.0,,7500.0,,,,0.0,,,,0.0,,,,0.65,0.05,,10000.0,0.04,0.04,1,True,qc,2500000.0,,2500000.0,,,,0.3862068965517242,0.03448275862068965,0.5793103448275863,0.014827586206896554,0.008689655172413794,400.0,,,23940.0,5000.0,50000.0,,,100.0,,,380.0,25.0,3000.0,,,60.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
172,1983.0,male,65.0,university,43000.0,,285744.0,,,7000.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,135000.0,,135000.0,,,,0.0,0.8181818181818182,0.18181818181818185,0.005454545454545455,0.004545454545454546,,,,,9000.0,88000.0,,,,,,,800.0,700.0,,,65.0,,0,,0,,0,0,,
173,1984.0,male,60.0,high school,30000.0,,,27.118644067796605,,,,0.0,,,,0.0,,,,,,1000.0,0.0,0.0,1980.0,female,60.0,university,54100.0,,6363.636363636364,20.89634146341464,,2543.478260869565,0.0,0.0,,0.0,0.0,0.0,,1243.478260869565,,,,,,,1,True,on,540000.0,,540000.0,,,,0.4,0.0,0.6,0.015,0.009000000000000001,,,,,50000.0,400000.0,,,,,,,450.0,2355.0,,,67.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
174,1958.0,female,65.0,university,32000.0,,89000.0,40000.0,,63636.363636363625,0.21739130434782608,0.0,,0.00909090909090909,0.0,0.0,,0.0,0.1,0.05,,,,,1963.0,male,60.0,post-secondary,52000.0,,10000.0,1000.0,,0.0,0.02127659574468085,0.0,,0.0,0.0,0.0,,0.0,,,,,,,1,True,on,900000.0,,900000.0,,,,0.0,1.0,0.0,0.0007692307692307692,0.0,,15000.0,23000.0,,,,,,,150.0,300.0,,,,,,63.0,70.0,0,0.0,0,0.0,0,0,0.0,0.0
175,1983.0,female,65.0,university,20000.0,,0.0,46428.571428571435,,30000.0,0.0,0.03571428571428571,,0.0,0.0,0.0,,0.0,0.7,0.08,,20000.0,0.04,0.04,1988.0,male,71.0,post-secondary,41000.0,,,,,,,,,,,,,,,,,,,,1,True,qc,800000.0,,800000.0,,,,0.006688963210702341,0.04682274247491639,0.9464882943143812,0.023996655518394645,0.023561872909699,,,,,,200000.0,,,,,,,,2000.0,,,62.0,70.0,0,0.0,0,0.0,0,0,0.0,0.0
176,1971.0,male,56.0,university,65000.0,,102727.27272727274,31690.140845070426,,4565.217391304348,0.00909090909090909,0.035211267605633804,,0.0,0.0,0.0,,0.0,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,320000.0,,320000.0,,,,0.8,0.08,0.12,0.019000000000000003,0.003,,,,,,200000.0,,,,,,,,1000.0,,,60.0,,0,,0,,0,0,,
177,1954.0,male,65.0,university,63000.0,,,,,600.0,,,,0.0,,,,400.0,0.7,0.05,,,,,1986.0,female,65.0,post-secondary,40000.0,,,2300.0,13333.333333333332,1500.0,,0.3125,0.0,0.0,,0.0,0.0,0.0,,,,85000.0,0.04,0.04,1,True,on,500000.0,,500000.0,,,,0.0,1.0,0.0,0.01,0.0,,,,,,95000.0,,,,,,,,500.0,,,60.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
178,1984.0,female,65.0,university,44000.0,,0.0,100000.0,,,0.0,0.0,,,0.0,0.0,,,0.62,0.05,,98000.0,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,260000.0,,260000.0,,,,0.0,1.0,0.0,0.01,0.0,,,,2000.0,,12000.0,,,,,,400.0,,600.0,,,60.0,,0,,0,,0,0,,
179,1989.0,male,65.0,post-secondary,94000.0,,51612.90322580645,,12000.0,,0.0,,0.0,,0.0,,0.0,,,,,82000.0,0.07,0.05,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,1900000.0,,1900000.0,,,0.0,1.0,0.0,0.0,0.0,,,,28000.0,,,104000.0,,,,,400.0,,,118.0,,60.0,,0,,0,,0,0,,
180,1984.0,male,60.0,post-secondary,40000.0,,,,,,,,,,,,,,,,,,,,1984.0,female,65.0,university,39000.0,,35000.0,,,,0.025,,,,0.0,,,,0.7,0.07,,500.0,0.0,0.0,1,True,on,850000.0,,850000.0,,,,0.5747126436781609,0.2298850574712644,0.19540229885057472,0.01752873563218391,0.004885057471264369,,,,20000.0,,530000.0,,,,,,280.0,,1800.0,,,60.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
181,1973.0,male,63.0,university,60000.0,6.0,,2972.972972972973,18000.0,,,0.004054054054054054,0.0,,,0.0,0.0,,0.36,0.05,,,,,1982.0,female,65.0,post-secondary,50000.0,,30000.0,5000.0,13621.621621621622,,0.03,0.0,0.016216216216216217,,0.0,0.0,0.0,,,,,,,,1,True,on,120000.0,,120000.0,,,,0.0,1.0,0.0,0.006666666666666665,0.0,,,,,,80000.0,,,,,,,,300.0,,,60.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
182,1991.0,male,65.0,university,150000.0,,3384.615384615385,10000.0,,,0.017094017094017096,0.0,,,0.0,0.0,,,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,200000.0,,200000.0,,,,0.0,1.0,0.0,0.01,0.0,450.0,,,8500.0,,130000.0,,,10.0,,,240.0,,800.0,,,70.0,,0,,0,,0,0,,
183,1982.0,male,56.0,university,60000.0,,100000.0,,,,0.0,,,,0.0,,,,0.7,0.02,,,,,1980.0,female,60.0,high school,35000.0,,,,21458.0,600.0,,,0.20133687686236607,0.0,,,0.0,400.0,0.7,0.08,,,,,1,True,qc,230000.0,,230000.0,,,,0.3674540682414698,0.08136482939632546,0.5511811023622046,0.013832020997375329,0.008267716535433069,5000.0,,,2500.0,,180000.0,,,200.0,,,200.0,,1022.0,,,60.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
184,1975.0,female,65.0,university,29453.0,,150000.0,600.0,27500.000000000004,400000.0,0.0,0.01875,0.02,0.4705882352941176,0.0,0.0,0.0,0.0,0.44,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,,,0.0,1.0,0.0,0.01,0.0,,,52000.0,,,,,,,,525.0,,,,,,65.0,,0,,0,,0,0,,
185,1983.0,female,55.0,high school,35000.0,,20000.0,150000.0,,554.4554455445545,0.0,0.0,,0.0,5000.0,0.0,,0.0,0.7,0.05,,,,,1967.0,male,100.0,university,34000.0,,,,,21250.0,,,,0.04,,,,0.0,,,,,,,1,True,qc,350000.0,,350000.0,,,,0.21621621621621626,0.4594594594594595,0.32432432432432434,0.012027027027027027,0.005675675675675676,,,,,,,,,,,,,,,,,65.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
186,1962.0,male,65.0,post-secondary,60000.0,,,,,,,,,,,,,,,,,460000.0,0.08,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,330000.0,,330000.0,,,,0.0,1.0,0.0,0.01,0.0,2000.0,,,,,25000.0,,,100.0,,,,,600.0,,,62.0,,0,,0,,0,0,,
187,1976.0,male,67.0,post-secondary,55000.0,,5800.0,750.0,,,0.05381165919282512,0.0,,,0.0,0.0,,,0.7,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,,,,,,,0.0,1.0,0.0,0.01,0.0,,,,,,,,,,,,,,,,,60.0,,0,,0,,0,0,,
188,1955.0,female,67.0,university,62000.0,,3000.0,28000.0,,0.0,0.0,0.05813953488372092,,0.0,0.0,0.0,,0.0,,,,,,,1985.0,male,60.0,university,30000.0,,86400.0,,,3250.0,0.04,,,0.0,0.0,,,0.0,,,,,,,1,True,on,328000.0,,328000.0,,,,0.0,0.0,0.0,0.0,0.0,,,,17000.0,1000.0,256000.0,,,,,,600.0,300.0,3000.0,,,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
189,1958.0,male,65.0,university,40000.0,,5102.040816326531,550.0,,,0.1020408163265306,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,,,0.44387755102040816,0.005102040816326529,0.5510204081632653,0.015357142857142856,0.00826530612244898,,,,37800.0,11000.0,,,,,,,700.0,250.0,,,,70.0,,0,,0,,0,0,,
190,1959.0,male,65.0,university,90000.0,,13000.0,10303.030303030302,,4727.272727272728,0.04615384615384616,0.030303030303030307,,0.004545454545454545,0.0,0.0,,0.0,,,,,,,1974.0,female,65.0,post-secondary,100000.0,,27096.774193548383,,,34375.0,0.030967741935483867,,,0.0,0.0,,,0.0,0.42,0.04,,,,,1,True,on,,,,,,,0.0,0.038461538461538464,0.9615384615384616,0.02442307692307693,0.02403846153846154,1200.0,,,,,,,,1200.0,,,,,,,,65.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
191,1984.0,male,60.0,university,45000.0,,154151.17719950437,50000.0,,16666.666666666664,0.02973977695167286,0.07352941176470587,,0.0,0.0,0.0,,0.0,0.52,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,65.0,,0,,0,,0,0,,
192,1981.0,female,65.0,post-secondary,30000.0,,,83505.15463917526,,,,0.1134020618556701,,,,0.0,,,,,,,,,1974.0,male,65.0,university,40000.0,,10970.149253731344,2500.0,,2857.142857142857,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,15000.0,0.0,0.0,1,True,qc,400000.0,,400000.0,,,,0.0,1.0,0.0,0.01,0.0,3000.0,,,,4000.0,230000.0,,,300.0,,,,100.0,300.0,,,70.0,65.0,0,0.0,0,0.0,0,0,0.0,0.0
193,1991.0,female,65.0,university,75000.0,,50000.0,,0.0,,0.02666666666666667,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,300000.0,,300000.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,200000.0,,,,,,,,1100.0,,,62.0,,0,,0,,0,0,,
194,1956.0,female,65.0,post-secondary,97000.0,,,,565.2173913043478,,,,0.0,,,,0.0,,,,,10000.0,0.04,0.04,1974.0,male,60.0,university,85000.0,,8000.0,200.0,12500.0,180303.0303030303,0.0,0.0,0.0,0.09090909090909093,0.0,0.0,0.0,0.0,0.7,0.09,8000.0,,,,1,True,qc,220000.0,,220000.0,,,,0.0,1.0,0.0,0.0,0.0,15000.0,,,23000.0,,159000.0,,,400.0,,,460.0,,600.0,,,65.0,67.0,0,0.0,0,0.0,0,0,0.0,0.0
195,1961.0,female,60.0,university,85000.0,,65000.0,152.9850746268657,,,0.1851851851851852,0.00746268656716418,,,0.0,0.0,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,qc,,,,,,,0.4444444444444444,0.5555555555555556,0.0,0.011805555555555557,0.0,,,,10000.0,1200.0,,,,,,,160.0,200.0,,,,60.0,,0,,0,,0,0,,
196,1989.0,male,55.0,post-secondary,90000.0,,0.0,20210.526315789473,,13000.0,0.0,0.0,,0.03225806451612903,0.0,9473.684210526317,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,290000.0,,290000.0,,,,0.0,1.0,0.0,0.01,0.0,,,,,,183000.0,,,,,,,,900.0,,,65.0,,0,,0,,0,0,,
197,1973.0,male,65.0,university,45000.0,,56000.0,,,8142.857142857142,0.0,,,0.028571428571428567,0.0,,,0.0,0.4,0.04,,20000.0,0.02,0.02,1972.0,female,70.0,university,30000.0,,600.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.5,0.05,,,,,1,True,on,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,,,,,,,,500.0,,,,,,,,60.0,70.0,0,0.0,0,0.0,0,0,0.0,0.0
198,1972.0,female,55.0,university,52000.0,,27697.841726618706,,,,0.0,,,,0.0,,,,,,,,,,1955.0,male,65.0,university,18000.0,,,2580.6451612903224,,200000.0,,0.0,,0.16,,0.0,,0.0,0.7,0.05,,,,,1,True,qc,495000.0,49000.0,495000.0,49000.0,,,0.0,1.0,0.0,0.01,0.0,5000.0,3000.0,,,50000.0,,348000.0,,100.0,260.0,,,500.0,,1600.0,,60.0,67.0,0,0.0,0,0.0,0,0,0.0,0.0
199,1984.0,female,65.0,university,72000.0,,89142.85714285713,,,,0.0,,,,0.0,,,,0.62,0.05,,,,,1962.0,male,57.0,high school,96000.0,,,,,1000.0,,,,0.0,,,,0.0,0.7,0.05,,2500.0,0.04,0.04,1,True,on,390000.0,,390000.0,,,,0.3888888888888889,0.027777777777777776,0.5833333333333333,0.01486111111111111,0.008749999999999999,,,,,19000.0,280000.0,,900.0,,,,,100.0,1300.0,,900.0,65.0,60.0,0,0.0,0,0.0,0,0,0.0,0.0
200,1979.0,male,65.0,post-secondary,100000.0,,193693.6936936937,,,,0.040540540540540536,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,720000.0,500000.0,720000.0,500000.0,,,0.0,1.0,0.0,0.01,0.0,,,,,50000.0,300000.0,280000.0,,,,,,1000.0,1200.0,1400.0,,65.0,,0,,0,,0,0,,
201,1991.0,male,28.0,university,57000.0,,9800.0,136842.1052631579,,1075.0,0.0,0.10526315789473684,,0.022872340425531917,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,330000.0,,330000.0,,,,0.2568493150684932,0.05821917808219178,0.6849315068493149,0.02354452054794521,0.017123287671232876,5000.0,,,12000.0,2900.0,,,,500.0,,,700.0,400.0,,,,65.0,,0,,0,,0,0,,
202,1983.0,female,70.0,university,30000.0,,,375.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,False,on,260000.0,,260000.0,,0.0,0.0,0.17391304347826084,0.43478260869565216,0.3913043478260869,0.009782608695652171,0.007173913043478261,,,,6000.0,,190000.0,,,,,,800.0,,0.0,,,65.0,,0,,0,,0,0,,
